"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000093, 1, 0.000093, x0='-2.0657575240907544', x1='4.407157054680956', x2='4.151022090088189', x3='-2.5879077570296203', x4='4.435772852524021', x5='0.14278005896896523'
0.014196, 0.315005, 0.033195, 1, 0.018999, x0='-2.0657575240907544', x1='4.407157054680956', x2='4.151022090088189', x3='-2.5879077570296203', x4='4.435772852524021', x5='0.14278005896896523'
0.028722, 0.297136, 0.317204, 2, 0.288482, x0='-2.5823484951818534', x1='5.983734051213035', x2='5.470197296257254', x3='-1.6326409112077305', x4='3.4835446228531746', x5='0.4066325828279558'
0.088954, 0.283395, 2.227271, 3, 2.138317, x0='-2.6499931824483633', x1='5.576224879379426', x2='7.0041297512080956', x3='-0.22078033585292012', x4='3.507694880874969', x5='0.2633239134302519'
